Common,260
00:24:01:18:ad:e1,HOLYFAMILY,WPA2/WPA,6
cc:06:77:60:54:f8,fibr1,WPA2/WPA,1
78:c1:a7:24:27:66,Ragnarok1017,WPA,1
08:95:2a:e4:85:d8,SKYbroadband624F,WPA2/WPA,11
90:61:0c:33:aa:70,PLDTHOMEDSL43632,WPA2/WPA,11
08:95:2a:89:35:37,SKYbroadbandA450,WPA2/WPA,6
70:5a:9e:da:57:29,SKYbroadband5726,WPA2/WPA,11
e0:8e:3c:1a:88:57,METEORO,WPA2/WPA,1
c8:93:46:48:56:58,Think_485658,WPA2,1
a0:f3:c1:a4:4d:8a,Elenita,WPA2/WPA,6
90:61:0c:39:f2:a4,PLDTHOMEDSL62116,WPA2/WPA,1
c8:93:46:cc:21:05,Think_CC2105,WPA2/WPA,6
c8:93:46:cc:21:da,Think_CC21DA,WPA2/WPA,6
36:69:87:a1:89:8f,NATOR 1O,WPA2/WPA,1
1e:74:0d:02:3c:c8,PLDTMyDSLBizADMIN,WPA2/WPA,1
5c:6a:80:a3:6f:37,UNDER THE SEA,WPA2/WPA,7
14:ab:f0:4d:9d:80,ARRIS-9D82,WPA2,6
0c:f4:d5:15:99:28,#SmartWifi @StrEATMag,OPN,11
a4:2b:b0:c1:4c:87,SKYbroadband7B2C_EXT,WPA2/WPA,11
84:1b:5e:76:29:70,Munays,WPA2/WPA,11
a4:2b:b0:c1:4e:b5,SKYbroadband7B2C_EXT,WPA2/WPA,11
f0:98:38:07:78:bc,8386CGA,WPA2/WPA,7
38:46:08:f3:47:24,bayanDSL,WPA,11
e0:8e:3c:19:9c:bb,Aztech5068_99CBB,WPA,11
4c:81:20:f3:97:9b,PNRBRUDU,WPA2/WPA,11
00:90:a9:10:93:eb,CalataganPot,WPA2,11
70:5a:9e:84:02:80,MariaClare,WPA2/WPA,11
74:cc:39:bb:51:38,AFMaginhawaOffice,WPA2/WPA,11
1a:4f:32:45:96:6b,DIRECT-Jx-BRAVIA,WPA2,1
14:b7:f8:0b:38:33,Chibutt,WPA2/WPA,1
90:61:0c:37:67:ff,PLDTHOMEDSL26623,WPA2/WPA,1
74:cc:39:bb:51:60,PLDTHOMEFIBRb5160,WPA2/WPA,11
08:10:74:61:0e:4a,daddy_shiony,WPA2/WPA,11
74:cc:39:ba:cd:f0,,WPA2/WPA,1
00:18:4d:95:5d:b0,MRS,WPA,11
9c:6f:52:34:ff:b6,Zentea,WPA2/WPA,11
94:65:2d:23:6e:a5,FD-04,OPN,11
00:13:33:dc:c2:92,PLDTHOMEDSLLVMANN,WPA2/WPA,11
84:16:f9:ed:7d:f4,flyff for fun,WPA2/WPA,1
84:c9:b2:52:16:e9,A4 Site,WPA2/WPA,6
00:13:33:fb:45:3c,,OPN,1
00:13:33:fb:45:39,PLDTHOMEDSL,WPA2/WPA,1
00:13:33:fb:45:3b,,OPN,1
28:ff:3e:3d:de:c0,chase,WPA2/WPA,1
90:61:0c:3a:34:15,Friends,WPA2/WPA,6
00:26:75:f4:b3:f1,AUCTUSNEW2,WPA2,6
00:13:33:e8:f4:df,PLDTHOMEDSLTRIDENTWOOD,WPA2/WPA,11
28:ff:3e:3d:de:9d,bayanDSLWIFI_DE9D,WPA2/WPA,1
00:13:33:fe:e4:aa,PLDTHOMEDSL,WPA2/WPA,11
90:61:0c:41:05:05,PLDTHOMEDSL01285,WPA2/WPA,11
94:a7:b7:26:71:7f,bayanDSLWIFI_717F,WPA2/WPA,11
00:e0:20:60:71:69,Estivlings_Ext1,WPA2,1
00:13:33:c1:f2:fb,PLDTHOMEDSLRR,WPA2/WPA,11
c0:56:27:31:25:49,Saturn,WPA2,11
40:b0:34:dd:f7:c4,DIRECT-C3-HP DeskJet 4670 series,WPA2,6
34:ce:00:1a:56:cd,Northern House_plus,WPA2/WPA,11
bc:76:5e:58:51:c5,Samsung tab,WPA2,6
e0:8e:3c:1b:65:b7,Calma family,WPA2/WPA,1
34:ba:9a:56:04:e1,Smart_Bro_5604E1,WPA2,6
e0:8e:3c:2f:45:a5,Esmula,WPA2/WPA,11
c0:7e:40:7a:8a:01,PT&T Fiber,WPA2/WPA,11
74:cc:39:bc:bc:a1,EDONG-EVOLUTION,OPN,10
e0:8e:3c:1a:cf:43,bayanDSLWIFI_CF43,WPA2/WPA,1
1a:17:23:00:04:3f,EVOHOTSPOT 11,OPN,6
94:46:96:1e:f0:46,PLDTHOMEDSLJ4J90,WPA2/WPA,7
0a:17:23:00:04:3f,EVOHOTSPOT 10,OPN,6
2a:17:23:00:04:3f,EVOHOTSPOT 12,OPN,6
08:17:23:00:04:39,EVOHOTSPOT 13,OPN,11
bc:96:80:dc:cc:36,PLDTMyDSL,WPA2/WPA,11
2a:17:23:00:01:4d,EVOHOTSPOT 36,OPN,1
6c:19:8f:0c:ff:9e,autotrade.com.ph,WPA2/WPA,5
0a:17:23:00:02:85,EVOHOTSPOT 30,OPN,6
1a:17:23:00:02:85,EVOHOTSPOT 31,OPN,6
c0:7e:40:73:21:48,PT&T Fiber,WPA2/WPA,11
e0:8e:3c:1a:da:b3,Kapitbahay,WPA2/WPA,1
