Common,808
GPS Time,MAC,SSID,Encryption,RSSI,Channel,Manufacturer,AP Type,Latitude,Longitude
2018-04-24 22:42:15,00:13:33:fc:d0:c5,PLDTHOMEDSL,WPA2/WPA,-76,10,Baudtec,Broadband,14.643765,121.058062
2018-04-24 22:42:38,fa:8f:ca:6d:d6:8d,xNonex,OPN,-69,11,None,Unidentified,14.643790,121.058162
2018-04-24 22:58:16,ec:08:6b:62:bc:28,M_Sec,WPA2,-74,13,Tp-LinkT,Unidentified,14.644507,121.058168
2018-04-24 22:42:39,ec:08:6b:93:bc:29,2.4DONOSHIPS,WPA2,-72,13,Tp-LinkT,Unidentified,14.643790,121.058170
2018-04-24 22:42:04,f0:98:38:f9:56:18,HUAWEI-BDmF,WPA2/WPA,-74,1,HuaweiTe,Unidentified,14.643758,121.058052
2018-04-24 22:43:01,e0:8e:3c:16:62:7d,bayanDSLWIFI_627D,WPA2/WPA,-66,1,AztechEl,Broadband,14.643820,121.058373
2018-04-24 22:41:28,14:b7:f8:64:bb:76,SKYbroadbandBB73,WPA2,-72,1,Technico,Broadband,14.643697,121.058027
2018-04-24 22:43:39,80:29:94:68:33:dd,SKYbroadband33DA,WPA2/WPA,-58,1,Technico,Broadband,14.643895,121.058715
2018-04-24 22:41:29,bc:c0:0f:7b:82:48,FIBERHOME_b8248,WPA2/WPA,-85,1,Fiberhom,Fiber,14.643693,121.058027
2018-04-24 22:43:05,4c:f9:5d:85:c3:70,virus detected,WPA2/WPA,-69,4,HuaweiTe,Unidentified,14.643817,121.058405
2018-04-24 22:43:07,f0:98:38:07:b6:6c,AMOSH,WPA2/WPA,-69,5,HuaweiTe,Unidentified,14.643815,121.058423
2018-04-24 22:42:29,74:cc:39:89:c5:68,Geobunny,WPA2,-85,5,Fiberhom,Fiber,14.643790,121.058100
2018-04-24 22:41:35,5c:54:6d:43:dd:ac,delink2,WPA2/WPA,-86,6,HuaweiTe,Unidentified,14.643722,121.058035
2018-04-24 22:44:11,90:61:0c:10:58:38,PLDTMyDSL,WPA2/WPA,-63,11,FidaInte,Broadband,14.643915,121.059008
2018-04-24 22:43:16,90:61:0c:17:03:73,PLDTMyDSL,WPA2/WPA,-75,11,FidaInte,Broadband,14.643840,121.058498
2018-04-24 22:42:59,00:13:33:cf:5b:47,PLDTHOMEDSL,WPA2/WPA,-67,11,Baudtec,Broadband,14.643815,121.058348
2018-04-24 22:59:35,18:a3:e8:1f:56:a0,PLDTHOMEFIBR_1f56a0,WPA2/WPA,-88,2,Fiberhom,Fiber,14.644492,121.057473
2018-04-24 22:44:39,f0:98:38:72:c4:58,HUAWEI-H46f,WPA2/WPA,-52,3,HuaweiTe,Unidentified,14.643948,121.059255
2018-04-24 22:42:18,90:61:0c:39:fe:ba,PLDTHOMEDSL65210,WPA2/WPA,-88,11,FidaInte,Broadband,14.643768,121.058062
2018-04-24 22:42:20,34:4b:50:49:07:7f,PLDTMyDSL,WPA2/WPA,-87,11,Zte,Broadband,14.643772,121.058063
2018-04-24 22:59:30,90:61:0c:18:b5:14,HERNANIJIMENEZ,WPA,-82,11,FidaInte,Unidentified,14.644485,121.057512
2018-04-24 22:43:57,50:09:59:85:dc:95,SKYbroadbandDC92,WPA2/WPA,-63,1,Technico,Broadband,14.643905,121.058873
2018-04-24 22:58:36,6c:b7:49:02:88:43,Kapatagan,WPA2/WPA,-86,1,HuaweiTe,Unidentified,14.644488,121.057997
2018-04-24 22:44:18,7c:8b:ca:36:c9:71,MAHABAGIN 44A,WPA2/WPA,-63,2,Tp-LinkT,Unidentified,14.643923,121.059057
2018-04-24 22:43:24,bc:98:89:2c:51:20,xNonex,WPA,-76,4,Fiberhom,Fiber,14.643877,121.058582
2018-04-24 22:43:46,f0:98:38:07:84:f4,Agham II,WPA2/WPA,-71,7,HuaweiTe,Unidentified,14.643897,121.058768
2018-04-24 22:57:54,ac:22:0b:d2:aa:80,KARIMAN,WPA2,-56,11,AsustekC,Unidentified,14.644515,121.058325
2018-04-24 22:43:51,bc:c0:0f:7e:d5:e0,Halimaw,WPA2/WPA,-66,11,Fiberhom,Fiber,14.643902,121.058817
2018-04-24 22:57:54,40:9b:cd:60:00:e8,KARIMAN2,WPA2/WPA,-71,11,D-LinkIn,Unidentified,14.644515,121.058325
2018-04-24 22:43:07,3c:52:82:fd:04:a5,DIRECT-A4-HP DeskJet 3630 series,WPA2,-79,6,HewlettP,Not an AP,14.643815,121.058423
2018-04-24 22:44:05,34:ba:9a:54:a9:8e,deegee,WPA2/WPA,-68,6,Asiatelc,Unidentified,14.643917,121.058948
2018-04-24 22:42:49,08:10:73:47:0e:f4,elsa57,WPA2/WPA,-90,6,None,Unidentified,14.643790,121.058247
2018-04-24 22:43:01,08:95:2a:5d:32:d4,SKYbroadbandFEBB,WPA2/WPA,-89,1,Technico,Broadband,14.643820,121.058373
2018-04-24 22:43:21,c8:b3:73:12:69:2b,barotillaFIBR,WPA2/WPA,-75,1,Cisco-Li,Unidentified,14.643868,121.058552
2018-04-24 22:43:20,90:61:0c:3a:05:28,skyechai,WPA2/WPA,-84,1,FidaInte,Unidentified,14.643867,121.058543
2018-04-24 22:43:15,90:61:0c:41:04:ff,CD-R KING,WPA2/WPA,-88,11,FidaInte,Unidentified,14.643835,121.058488
2018-04-24 22:43:53,18:a6:f7:27:b6:c5,Jambanooky,WPA2,-87,11,Tp-LinkT,Unidentified,14.643900,121.058835
2018-04-24 22:44:13,8c:79:67:c1:47:d9,.Scratchmedia,WPA2/WPA,-70,11,Zte,Unidentified,14.643918,121.059030
2018-04-24 22:43:35,4e:ef:c0:6a:e4:b1,xNonex,WPA2,-85,11,None,Unidentified,14.643888,121.058675
2018-04-24 22:44:10,c8:b3:73:2b:8c:62,RBP3,WPA2,-75,11,Cisco-Li,Unidentified,14.643913,121.059000
2018-04-24 22:43:39,e4:77:23:a5:3e:60,AGHAM,WPA2/WPA,-80,1,Zte,Unidentified,14.643895,121.058715
2018-04-24 22:56:47,cc:06:77:76:43:80,Pldtfibre1,WPA2/WPA,-59,1,Fiberhom,Fiber,14.644593,121.059003
2018-04-24 22:43:58,74:da:da:8c:9f:6e,dlink-9F6D,WPA2/WPA,-67,2,D-LinkIn,Unidentified,14.643908,121.058883
2018-04-24 22:44:01,bc:c0:0f:7b:61:f0,MAHABAGIN 44A,WPA2/WPA,-83,2,Fiberhom,Fiber,14.643915,121.058912
2018-04-24 22:44:41,68:7f:74:d2:17:74,SAMWIJANGCO-PC_Network,WPA2,-71,6,Cisco-Li,Unidentified,14.643952,121.059270
2018-04-24 22:53:08,f8:1a:67:a5:d5:26,Apollo,WPA2/WPA,-65,6,Tp-LinkT,Unidentified,14.644268,121.059993
2018-04-24 22:43:46,80:29:94:68:12:a5,SKYbroadband12A2,WPA2/WPA,-84,6,Technico,Broadband,14.643897,121.058768
2018-04-24 22:44:52,00:13:33:e8:f8:c7,PLDTHOMEDSL,WPA2/WPA,-64,11,Baudtec,Broadband,14.644000,121.059365
2018-04-24 22:43:59,fa:8f:ca:90:48:99,xNonex,OPN,-86,2,None,Unidentified,14.643912,121.058893
2018-04-24 22:44:18,48:00:33:62:4c:59,Dumo - Villafuerte - Magrata,WPA2/WPA,-65,1,Technico,Unidentified,14.643923,121.059057
2018-04-24 22:48:32,bc:c0:0f:81:e8:78,ScratchmediaVisuals,WPA2/WPA,-85,9,Fiberhom,Fiber,14.643470,121.059798
2018-04-24 22:51:24,c4:ff:1f:57:8c:b4,HUAWEI-ej46,WPA2/WPA,-71,11,HuaweiTe,Unidentified,14.644202,121.060682
2018-04-24 22:44:42,48:00:33:62:21:3d,Talens Network,WPA2/WPA,-78,6,Technico,Unidentified,14.643957,121.059278
2018-04-24 22:44:36,14:ab:f0:4c:54:80,Coffee,WPA2,-78,1,ArrisGro,Unidentified,14.643948,121.059227
2018-04-24 22:44:56,7c:05:07:38:cb:bc,The Gs,WPA2/WPA,-78,1,Pegatron,Unidentified,14.644003,121.059397
2018-04-24 22:48:34,94:fb:b2:47:16:7c,PLDTMyDSL,WPA2/WPA,-78,11,Shenzhen,Broadband,14.643500,121.059810
2018-04-24 22:45:13,48:7b:6b:f0:5f:b8,CORNELIUS,WPA2/WPA,-55,1,HuaweiTe,Unidentified,14.644035,121.059528
2018-04-24 22:49:56,54:e6:fc:e4:bc:10,marzan-net,WPA2,-69,1,Tp-LinkT,Unidentified,14.644207,121.059915
2018-04-24 22:46:14,cc:06:77:60:51:d8,Llave Family 2.4G,WPA2/WPA,-69,5,Fiberhom,Fiber,14.643717,121.059723
2018-04-24 22:54:52,00:13:33:fe:92:2f,PLDTHOMEDSL,WPA2/WPA,-54,11,Baudtec,Broadband,14.644902,121.059700
2018-04-24 22:52:37,4c:81:20:f3:c0:63,PLDTHOMEDSL3C063,WPA2/WPA,-58,11,TaicangT,Broadband,14.644267,121.060292
2018-04-24 22:49:54,48:00:33:a7:88:41,SKYbroadband883E,WPA2/WPA,-73,1,Technico,Broadband,14.644202,121.059897
2018-04-24 22:46:12,10:44:00:16:02:61,memimomu,WPA2,-72,2,HuaweiTe,Unidentified,14.643728,121.059717
2018-04-24 22:50:14,00:1a:ef:42:09:8b,DietDiva,WPA2/WPA,-74,3,Loopcomm,Unidentified,14.644217,121.060090
2018-04-24 22:51:34,cc:06:77:21:02:b0,xNonex,WPA2/WPA,-54,5,Fiberhom,Fiber,14.644255,121.060752
2018-04-24 22:54:44,4e:f9:5d:85:c5:09,Gaming,WPA2/WPA,-59,6,None,Unidentified,14.644830,121.059723
2018-04-24 22:54:10,74:cc:39:c9:62:68,Connect ka pa?,WPA2/WPA,-57,6,Fiberhom,Fiber,14.644557,121.059788
2018-04-24 22:52:13,bc:c0:0f:c8:a9:e8,DIET DIVA PLDT,WPA2/WPA,-59,7,Fiberhom,Fiber,14.644292,121.060500
2018-04-24 22:46:03,90:61:0c:2c:d9:6a,PLDTHOMEDSL55658,WPA2/WPA,-72,8,FidaInte,Broadband,14.643807,121.059682
2018-04-24 22:48:10,74:cc:39:ca:5b:48,PLDTHOMEFIBRa5b48,WPA2/WPA,-55,8,Fiberhom,Fiber,14.643223,121.059787
2018-04-24 22:47:20,e8:de:27:ca:7f:b2,Capinpin_TP,WPA2/WPA,-70,10,Tp-LinkT,Unidentified,14.643155,121.059770
2018-04-24 22:56:20,98:e7:f5:f6:07:bf,Mobile101,WPA2/WPA,-70,10,HuaweiTe,Unidentified,14.644717,121.059208
2018-04-24 22:54:31,ec:1a:59:21:65:c6,belkin.5c6,WPA2,-59,10,BelkinIn,Unidentified,14.644718,121.059755
2018-04-24 22:52:16,80:29:94:67:c0:41,SKYbroadbandC03E,WPA2/WPA,-70,11,Technico,Broadband,14.644292,121.060475
2018-04-24 22:47:19,e0:8e:3c:1c:29:3f,JJWC1,WPA,-67,11,AztechEl,Unidentified,14.643160,121.059765
2018-04-24 22:46:29,90:61:0c:41:12:55,PLDTHOMEDSLNS,WPA2/WPA,-57,1,FidaInte,Broadband,14.643587,121.059738
2018-04-24 22:50:13,08:95:2a:5e:12:62,SKYbroadbandE48A,WPA2/WPA,-65,1,Technico,Broadband,14.644217,121.060080
2018-04-24 22:49:01,90:94:e4:a7:7d:86,BLGF-THINK_Network,WPA2/WPA,-73,3,D-LinkIn,Unidentified,14.643797,121.059823
2018-04-24 22:49:00,74:cc:39:8a:ba:f0,Mcdonalds,WPA2/WPA,-67,3,Fiberhom,Fiber,14.643790,121.059823
2018-04-24 22:47:02,70:5a:9e:41:50:5e,SKYbroadband505B,WPA2/WPA,-67,11,Technico,Broadband,14.643297,121.059728
2018-04-24 22:48:22,d4:6e:0e:e4:2f:b4,TJA-LINK_2.4G,WPA2,-62,2,Tp-LinkT,Unidentified,14.643308,121.059778
2018-04-24 22:52:44,88:3f:d3:06:11:d8,HUAWEI-r3kw,WPA2/WPA,-69,4,HuaweiTe,Unidentified,14.644267,121.060223
2018-04-24 22:47:01,bc:c0:0f:2e:cc:48,PLDTHOMEFIBRecc48,WPA2/WPA,-55,9,Fiberhom,Fiber,14.643305,121.059730
2018-04-24 22:47:02,fc:8b:97:ec:4d:be,PLDTMyDSL,WPA2/WPA,-64,11,Shenzhen,Broadband,14.643297,121.059728
2018-04-24 22:47:40,00:26:75:f5:db:60,JJWC,WPA,-63,11,AztechEl,Unidentified,14.643013,121.059810
2018-04-24 22:47:07,14:ab:f0:4d:ab:f0,ARRIS-CAPINPIN,WPA2,-81,1,ArrisGro,Unidentified,14.643258,121.059730
2018-04-24 22:47:27,08:10:73:56:2f:8f,secret,WPA2,-65,1,None,Unidentified,14.643105,121.059793
2018-04-24 22:46:17,34:ce:00:70:29:91,TJA48_plus,WPA2/WPA,-76,5,XiaomiEl,Unidentified,14.643695,121.059732
2018-04-24 22:48:26,88:3f:d3:2c:1f:40,La Vie,WPA2/WPA,-70,6,HuaweiTe,Unidentified,14.643368,121.059778
2018-04-24 22:46:54,f4:9e:ef:d0:b3:c0,PLDTHOMEDSL0B3C0,WPA2/WPA,-54,5,TaicangT,Broadband,14.643360,121.059730
2018-04-24 22:48:08,e4:72:e2:f3:9d:f8,TJA48,WPA2/WPA,-74,5,HuaweiTe,Unidentified,14.643210,121.059790
2018-04-24 22:47:11,b0:05:94:b5:17:e7,PS4-D96D3E926BD6,WPA2,-82,6,LiteonTe,Unidentified,14.643227,121.059735
2018-04-24 22:47:54,bc:c0:0f:cb:74:78,PLDTHOMEFIBRb7478,WPA2/WPA,-62,8,Fiberhom,Fiber,14.643058,121.059803
2018-04-24 22:48:26,f0:98:38:07:b9:9c,KATKENKAI,WPA2/WPA,-81,5,HuaweiTe,Unidentified,14.643368,121.059778
2018-04-24 22:48:24,70:5a:9e:83:fc:4c,ilovecoffeesciencecenter,WPA2/WPA,-71,6,Technico,Unidentified,14.643335,121.059778
2018-04-24 22:47:33,00:22:6b:89:e5:0c,Palads WiFi,WPA2/WPA,-74,6,Cisco-Li,Unidentified,14.643047,121.059803
2018-04-24 22:46:44,90:61:0c:1f:6a:ea,PLDTHOMEDSLBEEHIVE,WPA2/WPA,-88,11,FidaInte,Broadband,14.643433,121.059732
2018-04-24 22:46:44,fc:f5:28:3e:13:68,PLDTMyDSLD-Family,WPA2/WPA,-82,11,ZyxelCom,Broadband,14.643433,121.059732
2018-04-24 22:46:47,90:61:0c:33:6b:84,INSULA,WPA2/WPA,-81,1,FidaInte,Unidentified,14.643417,121.059733
2018-04-24 22:46:48,c0:c1:c0:2b:da:09,SGDEMPLOYEE,WPA2,-71,1,Cisco-Li,Unidentified,14.643408,121.059735
2018-04-24 22:47:25,00:13:33:f5:cb:9a,PLDTHOMEDSL,WPA2/WPA,-51,1,Baudtec,Broadband,14.643123,121.059775
2018-04-24 22:48:04,34:ce:00:73:62:4f,TJA48-2_plus,WPA2/WPA,-52,2,XiaomiEl,Unidentified,14.643163,121.059792
2018-04-24 22:47:10,94:0e:6b:66:4f:ea,B310_64FEA,WPA2/WPA,-83,4,HuaweiTe,Unidentified,14.643235,121.059733
2018-04-24 22:47:24,48:fd:8e:b9:42:d4,MYKES GRILL,WPA2/WPA,-81,1,HuaweiTe,Unidentified,14.643128,121.059775
2018-04-24 22:47:26,00:26:75:f5:d7:50,AAntss,WPA2,-70,2,AztechEl,Unidentified,14.643113,121.059785
2018-04-24 22:47:21,e0:8e:3c:1c:50:d3,JJWC2,WPA,-76,10,AztechEl,Unidentified,14.643150,121.059773
2018-04-24 22:47:21,00:26:75:f6:e8:34,EDDED,WPA,-80,11,AztechEl,Unidentified,14.643150,121.059773
2018-04-24 22:48:35,48:f8:b3:08:ab:82,168,WPA,-90,11,Cisco-Li,Unidentified,14.643513,121.059812
2018-04-24 22:56:23,34:ce:00:1e:a3:cb,MARCELO3_plus,WPA2/WPA,-62,10,XiaomiEl,Unidentified,14.644695,121.059187
2018-04-24 22:55:19,6e:b0:ce:20:7b:98,NETGEAR-Guest,WPA2,-63,6,None,Unidentified,14.645040,121.059538
2018-04-24 22:53:43,88:3f:d3:2c:54:d8,Pascual Nation D Great,WPA2/WPA,-73,3,HuaweiTe,Unidentified,14.644342,121.059808
2018-04-24 22:52:18,1a:74:2e:94:35:cc,xNonex,WPA2,-67,11,None,Unidentified,14.644293,121.060458
2018-04-24 22:52:20,00:25:9c:c9:e8:79,linksys,OPN,-68,11,Cisco-Li,Unidentified,14.644288,121.060447
2018-04-24 22:52:10,ec:8a:4c:a6:68:6c,bayanDSLWiFi_686C,WPA2/WPA,-56,3,Zte,Broadband,14.644293,121.060522
2018-04-24 22:52:11,70:5a:9e:da:3a:25,SKYLaz,WPA2/WPA,-68,5,Technico,Unidentified,14.644293,121.060513
2018-04-24 22:52:02,78:c1:a7:23:af:52,SA WAKAS,WPA,-61,11,Zte,Unidentified,14.644282,121.060570
2018-04-24 22:51:59,90:61:0c:2e:98:25,PLDTHOMEDSLbulok,WPA2/WPA,-64,11,FidaInte,Broadband,14.644278,121.060590
2018-04-24 22:50:23,5c:f2:86:2b:90:02,xNonex,WPA2/WPA,-89,7,IeeeRegi,Unidentified,14.644210,121.060170
2018-04-24 22:50:24,8c:4c:ad:07:3d:83,DeeCar Automated,WPA2,-85,8,Evoluzn,Unidentified,14.644210,121.060178
2018-04-24 22:51:41,88:3f:d3:06:45:0c,Casabongga,WPA2/WPA,-58,11,HuaweiTe,Unidentified,14.644270,121.060713
2018-04-24 22:51:09,78:c1:a7:23:46:ce,Jeri,WPA,-80,1,Zte,Unidentified,14.644202,121.060563
2018-04-24 22:51:10,70:54:d2:0e:f9:af,40e1fb,WPA2/WPA,-68,1,Pegatron,Unidentified,14.644200,121.060570
2018-04-24 22:50:33,48:f8:b3:e0:c4:6b,Almeda.Wifi.2ndFloor,WPA2,-75,2,Cisco-Li,Unidentified,14.644218,121.060260
2018-04-24 22:50:33,3a:f7:3d:af:ee:f3,xNonex,WPA2,-87,2,None,Unidentified,14.644218,121.060260
2018-04-24 22:51:20,bc:c0:0f:7b:74:e0,Los Otros,WPA2/WPA,-58,8,Fiberhom,Fiber,14.644197,121.060635
2018-04-24 22:51:18,bc:c0:0f:bf:6d:10,PLDTHOMEFIBRf6d10,WPA2/WPA,-71,8,Fiberhom,Fiber,14.644202,121.060615
2018-04-24 22:51:33,e8:61:7e:63:e0:55,PS4-2226EC77C186,WPA2,-82,5,LiteonTe,Unidentified,14.644255,121.060755
2018-04-24 22:52:00,bc:98:89:9c:55:b1,xNonex,OPN,-87,11,Fiberhom,Fiber,14.644278,121.060583
2018-04-24 22:51:14,58:70:c6:fc:43:8d,YICarCam_fc438d,WPA2,-68,5,Shanghai,Not an AP,14.644197,121.060592
2018-04-24 22:52:18,e8:4e:84:b2:aa:f3,Expensive taste,WPA2,-76,11,SamsungE,Phone,14.644293,121.060458
2018-04-24 22:52:21,b0:4e:26:02:99:ac,Anonymous2,WPA2/WPA,-89,11,Tp-LinkT,Unidentified,14.644287,121.060437
2018-04-24 22:53:07,82:d0:9b:5c:13:d4,Y221 9361,WPA2,-92,6,None,Unidentified,14.644270,121.060007
2018-04-24 22:55:23,bc:c0:0f:1f:8f:f0,PLDT F9,WPA2/WPA,-55,9,Fiberhom,Fiber,14.645047,121.059503
2018-04-24 22:56:07,90:61:0c:11:18:99,PLDTMyDSL,WPA2/WPA,-82,11,FidaInte,Broadband,14.644778,121.059273
2018-04-24 22:55:09,00:1f:fb:c6:61:89,HomeBro_ULTERA,WPA2,-84,11,GreenPac,Mobile broadband,14.644990,121.059622
2018-04-24 22:54:55,88:d2:74:86:c5:20,bayanDSLWIFI_C520,WPA2/WPA,-79,1,Zte,Broadband,14.644920,121.059695
2018-04-24 22:56:11,70:5a:9e:40:f5:e2,SKYbroadbandF5DF,WPA2/WPA,-85,1,Technico,Broadband,14.644755,121.059253
2018-04-24 22:54:22,04:02:1f:18:64:99,WIFEYKO,WPA2/WPA,-73,5,HuaweiTe,Unidentified,14.644643,121.059768
2018-04-24 22:55:17,00:e0:20:51:3a:1e,PLDT F9-2,WPA2/WPA,-65,4,Tecnomen,Unidentified,14.645033,121.059557
2018-04-24 22:55:56,cc:06:77:5e:7f:d0,PLDTHOMEFIBRe7fd0,WPA2/WPA,-47,5,Fiberhom,Fiber,14.644848,121.059335
2018-04-24 22:56:05,d0:b2:c4:2b:f5:1a,MARCELO2,WPA2/WPA,-63,11,Technico,Unidentified,14.644790,121.059287
2018-04-24 22:55:47,c8:d7:19:19:75:6a,MARCELO3,WPA2,-76,10,Cisco-Li,Unidentified,14.644912,121.059373
2018-04-24 22:56:17,c0:3f:0e:d6:5c:f2,Carlos Maningat,WPA2,-73,6,Netgear,Unidentified,14.644732,121.059230
2018-04-24 22:56:20,50:09:59:db:0b:e6,3 Idiots in the SKY ,WPA2/WPA,-84,9,Technico,Unidentified,14.644717,121.059208
2018-04-24 22:57:02,90:61:0c:11:d6:cb,PLDTMyDSL,WPA2/WPA,-63,11,FidaInte,Broadband,14.644573,121.058885
2018-04-24 22:58:06,38:d5:47:0d:ce:3c,ASUS,WPA2,-50,6,AsustekC,Unidentified,14.644523,121.058227
2018-04-24 22:57:53,bc:c0:0f:7b:e4:58,razacimo24,WPA2/WPA,-58,9,Fiberhom,Fiber,14.644515,121.058333
2018-04-24 22:56:29,14:b7:f8:64:90:47,SKYbroadband9044,WPA2,-74,1,Technico,Broadband,14.644658,121.059138
2018-04-24 22:56:26,48:00:33:a8:8d:7d,maningat,WPA2/WPA,-83,1,Technico,Unidentified,14.644678,121.059163
2018-04-24 22:56:48,f0:8c:fb:7f:ec:d0,PLDTHOMEFIBR_7fecd0,WPA2/WPA,-74,2,Fiberhom,Fiber,14.644592,121.058997
2018-04-24 22:56:16,00:23:69:32:d2:18,MARCELO1,WPA2,-79,6,Cisco-Li,Unidentified,14.644737,121.059235
2018-04-24 22:56:21,48:f8:b3:66:72:9a,cisco,WPA2/WPA,-87,10,Cisco-Li,Unidentified,14.644710,121.059203
2018-04-24 22:56:48,50:8f:4c:4b:56:b7,BhPP-cmF5bW9uZHYxMDg0,OPN,-75,1,XiaomiCo,Unidentified,14.644592,121.058997
2018-04-24 22:59:12,00:18:f8:70:f5:2b,linksys4f,WPA2,-70,11,Cisco-Li,Unidentified,14.644495,121.057643
2018-04-24 22:57:59,fc:b4:e6:a9:0a:45,SKYbroadbandC89F,WPA2/WPA,-59,1,AskeyCom,Broadband,14.644523,121.058287
2018-04-24 22:58:22,cc:06:77:e1:40:c0,piggy,WPA2/WPA,-57,5,Fiberhom,Fiber,14.644503,121.058123
2018-04-24 22:58:26,ec:08:6b:5b:27:ef,TP-LINK_27EF,WPA2/WPA,-58,6,Tp-LinkT,Unidentified,14.644498,121.058090
2018-04-24 22:57:10,84:16:f9:70:42:18,mariano,WPA2,-84,6,Tp-LinkT,Unidentified,14.644565,121.058805
2018-04-24 22:58:42,cc:06:77:70:7b:f8,PLDTHOMEFIBR07bf8,WPA2/WPA,-79,5,Fiberhom,Fiber,14.644493,121.057920
2018-04-24 22:57:49,00:13:33:ed:62:78,PLDTHOMEDSL,WPA2/WPA,-74,6,Baudtec,Broadband,14.644513,121.058373
2018-04-24 22:58:08,38:d5:47:0d:ce:39,ASUS_RPT,WPA2,-64,6,AsustekC,Unidentified,14.644522,121.058212
2018-04-24 22:58:48,bc:c0:0f:20:10:98,PLDTHOMEFIBR01098,WPA2/WPA,-69,9,Fiberhom,Fiber,14.644492,121.057863
2018-04-24 22:58:50,94:fb:b2:59:f1:58,PLDTHOMEDSL,WPA2/WPA,-67,11,Shenzhen,Broadband,14.644492,121.057843
2018-04-24 22:58:20,14:b7:f8:63:33:ee,SKYbroadband33EB,WPA2,-58,1,Technico,Broadband,14.644502,121.058140
2018-04-24 22:58:00,80:29:94:67:5f:3d,SKYbroadband5F3A,WPA2/WPA,-71,1,Technico,Broadband,14.644525,121.058278
2018-04-24 23:00:05,8c:68:c8:c0:1e:3f,bayanDSLWIFI_1E3F,WPA2/WPA,-57,10,None,Broadband,14.644670,121.057385
2018-04-24 22:58:33,00:16:01:ae:a0:b7,Buffalo,WPA,-78,11,Buffalo,Unidentified,14.644490,121.058033
2018-04-24 22:58:38,20:25:64:c7:09:41,Valar morghulis,WPA2/WPA,-82,1,Pegatron,Unidentified,14.644493,121.057972
2018-04-24 22:57:43,76:4a:a4:c9:24:b2,DIO,WPA2/WPA,-91,1,None,Unidentified,14.644513,121.058432
2018-04-24 22:58:32,00:0e:f4:db:d2:7c,PLDTHOMEDSL,WPA2/WPA,-69,11,KasdaNet,Broadband,14.644493,121.058042
2018-04-24 22:57:56,b8:55:10:98:b7:1c,Meepo,WPA2/WPA,-82,11,ZioncomE,Unidentified,14.644520,121.058312
2018-04-24 22:59:31,cc:06:77:1e:f8:40,FREE WIFI,WPA2/WPA,-77,11,Fiberhom,Fiber,14.644485,121.057503
2018-04-24 22:58:56,90:61:0c:37:76:e9,PLDTHOMEDSL30441,WPA2/WPA,-73,1,FidaInte,Broadband,14.644475,121.057790
2018-04-24 22:59:16,48:00:33:a7:88:85,SKYbroadband8882,WPA2/WPA,-82,1,Technico,Broadband,14.644492,121.057613
2018-04-24 22:58:32,bc:96:80:2b:20:d5,PLDTMyDSL,WPA2/WPA,-86,11,Shenzhen,Broadband,14.644493,121.058042
2018-04-24 22:58:36,e0:8e:3c:1a:7a:f7,bayanDSLWIFI_7AF7,WPA2/WPA,-89,1,AztechEl,Broadband,14.644488,121.057997
2018-04-24 22:59:52,80:29:94:67:88:c1,DACKYGIRL,WPA2/WPA,-66,1,Technico,Unidentified,14.644585,121.057423
2018-04-24 22:59:19,ac:f9:70:ec:28:b4,SARMIENTO,WPA2/WPA,-72,3,HuaweiTe,Unidentified,14.644493,121.057588
2018-04-24 23:00:14,bc:c0:0f:2e:88:70,PLDTHOMEFIBRe8870,WPA2/WPA,-58,3,Fiberhom,Fiber,14.644747,121.057380
2018-04-24 22:59:10,70:9f:2d:a0:44:40,BayanDsl,WPA2/WPA,-86,10,Zte,Broadband,14.644495,121.057657
2018-04-24 22:59:28,94:0e:6b:65:e2:67,xNonex,WPA2/WPA,-73,11,HuaweiTe,Unidentified,14.644487,121.057523
2018-04-24 22:59:13,f0:8c:fb:81:b5:c8,PLDTHOMEFIBR123,WPA2/WPA,-92,12,Fiberhom,Fiber,14.644493,121.057637
2018-04-24 22:59:54,08:86:3b:30:8e:fc,dawasari.,WPA2/WPA,-66,1,BelkinIn,Unidentified,14.644592,121.057413
2018-04-24 22:59:34,fc:b4:e6:a9:0b:46,SKYbroadband7A7A,WPA2/WPA,-86,1,AskeyCom,Broadband,14.644492,121.057482
2018-04-24 22:59:59,cc:06:77:e1:6c:38,Allen Fiber,WPA2/WPA,-62,5,Fiberhom,Fiber,14.644625,121.057390
2018-04-24 23:00:45,b8:55:10:2b:0d:5c,Threelogy new,WPA2,-57,11,ZioncomE,Unidentified,14.645015,121.057342
2018-04-24 23:00:50,f0:98:38:07:d1:fc,HUAWEI-NNyf,WPA2/WPA,-59,1,HuaweiTe,Unidentified,14.645055,121.057322
2018-04-24 23:00:50,e0:8e:3c:1f:f5:d3,bayanDSLWIFI_F5D3,WPA2/WPA,-60,1,AztechEl,Broadband,14.645055,121.057322
2018-04-24 23:01:09,f4:9e:ef:a0:cf:20,PLDTHOMEDSL0CF20,WPA2,-63,1,TaicangT,Broadband,14.645162,121.057278
2018-04-24 22:59:58,2a:56:5a:bb:53:82,DIRECT-L9-BRAVIA,WPA2,-69,5,None,Not an AP,14.644617,121.057388
2018-04-24 23:01:15,00:13:33:fa:bb:00,PLDTHOMEDSL,WPA2/WPA,-68,9,Baudtec,Broadband,14.645213,121.057302
2018-04-24 23:00:48,94:46:96:18:f0:fa,PLDTHOMEDSLSISON,WPA2/WPA,-73,1,Baudtec,Broadband,14.645040,121.057332
