Last Updt,Last Time,MAC,SSID,Encryption,Channel,Latitude,Longitude
2017-03-03 15:00:00,2017-03-03 15:00:00,5c:f2:86:25:c6:25,deepdream,wpa2,7,14.64635849,121.0589447
2017-07-29 21:00:00,2017-07-29 21:00:00,5c:f2:86:25:c3:b1,Holla,wpa2,10,14.64653587,121.05879211
2017-07-29 21:00:00,2017-07-29 21:00:00,5c:f2:86:2e:e0:77,The Multiverse,wpa2,7,14.64653587,121.05879211
2017-03-03 12:00:00,2017-03-03 12:00:00,cc:7b:35:cf:6b:fc,bayanDSLWiFi_6BFC,wpa2,12,14.64659786,121.05883789
2017-06-09 13:00:00,2017-06-09 13:00:00,d2:5b:a8:9b:6c:06,TBT,wpa2,10,14.64646626,121.05867767
2017-06-09 13:00:00,2017-06-09 13:00:00,cc:79:cf:2e:f3:e0,WiFiConnect 317,unknown,36,14.64637566,121.05892181
2017-03-03 15:00:00,2017-03-03 15:00:00,0c:d6:bd:5b:95:ca,TrojanVirus,wpa2,10,14.64642429,121.05870056
2017-03-03 15:00:00,2017-03-03 15:00:00,02:08:22:00:bd:06,BOLj-cm8ua2VhdGluZzE5Nzc,wep,6,14.64674091,121.05934143
2017-03-03 12:00:00,2017-03-03 12:00:00,58:70:c6:fa:ee:cc,YICarCam_faeecc,wpa2,5,14.64659977,121.05910492
2017-07-29 21:00:00,2017-07-29 21:00:00,94:a7:b7:3d:01:90,TwinxGuileRyzenRiza,wpa2,7,14.64640331,121.05944061
2017-07-29 21:00:00,2017-07-29 21:00:00,14:1f:78:97:20:de,markylicious,wpa2,6,14.64650631,121.05905914
2017-03-03 12:00:00,2017-03-03 12:00:00,74:23:44:f3:44:4f,B6Ka-Tmlja28,wpa2,11,14.64669037,121.05936432
2017-07-29 21:00:00,2017-07-29 21:00:00,7c:c7:09:c6:48:ae,Mitsubishi Wireless TV 478,unknown,36,14.64641476,121.05924988
2017-07-29 21:00:00,2017-07-29 21:00:00,8c:79:67:a2:03:b8,GLOBE_A203B8,wpa2,3,14.64648438,121.05912781
2017-04-04 12:00:00,2017-04-04 12:00:00,8c:79:67:52:ab:8f,Dcaves,wpa2,6,14.64677429,121.05943298
2017-06-09 13:00:00,2017-06-09 13:00:00,aa:a6:68:da:44:bd,rosima,wpa2,1,14.646492,121.05924988
2017-07-15 09:00:00,2017-07-15 09:00:00,a8:a6:68:e0:25:df,DiNET,wpa2,11,14.64672375,121.05932617
2015-07-26 08:00:00,2014-08-05 14:00:00,bc:79:ad:98:eb:f1,AndroidAP,wpa2,8,14.64655018,121.05936432
2013-09-22 06:00:00,2013-09-22 08:00:00,ee:89:f5:0b:1b:e8,Lenomon,wpa2,1,14.64660358,121.05921173
2015-07-26 08:00:00,2015-02-16 14:00:00,90:61:0c:0f:94:32,Bionutrition,wpa2,1,14.64660931,121.0591507
2015-07-26 08:00:00,2014-10-14 01:00:00,20:02:af:ce:95:88,ChibaEmi,wpa2,11,14.6467495,121.05940247
2016-02-27 15:00:00,2015-07-26 08:00:00,ec:8a:4c:a6:7e:9c,bayanDSLWiFi_7E9C,wpa2,10,14.6467247,121.05923462
2015-08-08 17:00:00,2015-08-08 17:00:00,36:de:34:08:8d:77,rencekat,wpa2,6,14.64674187,121.05934143
2015-07-26 08:00:00,2015-01-22 04:00:00,36:de:34:09:34:a4,THIRDY,wpa2,1,14.64664364,121.0592041
2013-04-29 17:00:00,2013-04-29 19:00:00,d4:20:6d:90:f9:7e,Bai-Cha,wpa2,1,14.64674854,121.05934906
2015-08-08 17:00:00,2015-08-08 17:00:00,3e:47:11:76:6e:3c,Hol-U19 AP,wpa2,6,14.64678669,121.05915833
2013-08-31 23:00:00,2013-09-01 01:00:00,52:61:2c:20:3d:ff,Free Public WiFi,none,1,14.64658833,121.05924988
2013-11-14 04:00:00,2013-11-14 06:00:00,d0:22:be:8e:3d:e0,AndroidAP,wpa2,6,14.6466589,121.05932617
2016-02-27 15:00:00,2015-07-26 08:00:00,50:9f:27:e9:d0:5d,daisy,wpa2,9,14.64666653,121.05915833
2013-03-20 12:00:00,2013-03-20 14:00:00,04:c0:6f:74:6a:9e,RESTRICTED,wep,1,14.64674568,121.05937958
2015-07-26 08:00:00,2015-07-26 08:00:00,3c:a1:0d:5d:ba:e5,Master Jeremiah,wpa2,6,14.64657879,121.05908966
2015-07-26 08:00:00,2015-01-22 04:00:00,3c:df:bd:60:5c:78,HUAWEI-E5220-5c78,wpa2,11,14.64668465,121.0592804
2015-07-26 08:00:00,2015-02-16 14:00:00,00:d0:41:ce:9d:74,awesome wifi,wpa2,11,14.64663792,121.05919647
2015-09-16 17:00:00,2015-09-16 17:00:00,02:08:22:3e:08:00,BDLQ-TEctRDg1NQ,wep,6,14.64675045,121.05918121
2013-11-10 14:00:00,2013-11-10 16:00:00,50:9f:27:4c:cc:18,PCA - Tattoo,wpa2,11,14.64641285,121.05918884
2015-07-26 08:00:00,2015-02-16 14:00:00,60:e7:01:23:46:04,Project LEDA,wpa2,1,14.6466465,121.05917358
2016-09-08 03:00:00,2016-09-08 03:00:00,60:31:97:13:7a:fb,PLDTMyDSLBizNorthWingMNL,wpa2,12,14.64661789,121.05919647
2015-07-26 08:00:00,2015-01-22 04:00:00,68:a0:f6:0a:dd:eb,HUAWEI-E5330-DDEB,wpa2,1,14.64670467,121.05942535
2013-07-21 14:00:00,2013-07-21 16:00:00,f0:5a:09:9e:38:d8,FUVeryMuch,wpa2,11,14.64653397,121.0593338
2015-07-26 08:00:00,2015-07-26 08:00:00,8c:0e:e3:10:f0:77,FIND7,wpa2,6,14.64673901,121.05923462
2017-07-15 09:00:00,2017-07-15 09:00:00,00:86:11:08:13:9e,Zara,wpa2,6,14.64665031,121.05935669
2017-07-15 09:00:00,2017-07-15 09:00:00,34:bf:90:39:95:78,PLDTHOMEFIBR578,wpa,11,14.64659119,121.05928802
2017-03-03 12:00:00,2017-03-03 12:00:00,14:32:d1:d0:1a:d6,BGNN-c2FMdGlr8J+Ymw,unknown,1,14.64664555,121.05915833
2013-03-20 12:00:00,2013-03-20 14:00:00,54:9b:12:de:81:fd,Wifi,wpa2,6,14.64678097,121.05939484
2016-06-05 00:00:00,2016-06-05 00:00:00,84:db:ac:39:c6:43,HUAWEI-E5330-C643,wpa2,2,14.64665127,121.05908203
2016-06-05 00:00:00,2016-06-05 00:00:00,b4:52:7e:85:5c:b9,The Bishop Red,wpa2,1,14.64650345,121.05912781
2015-08-12 15:00:00,2015-08-12 15:00:00,ea:f6:50:31:b8:32,iPad (2),wpa2,1,14.64672375,121.05944824
2015-07-26 08:00:00,2015-07-26 08:00:00,b0:48:7a:bf:b9:86,Fashion Passion,wpa2,10,14.64651775,121.0592804
2016-09-08 03:00:00,2016-09-08 03:00:00,ee:1d:7f:bd:82:63,IronMan,wpa2,1,14.6464262,121.05914307
2013-11-10 14:00:00,2013-11-10 16:00:00,fc:8b:97:27:70:72,PLDTMyDSL_inocencio,wpa2,5,14.64644241,121.0592041
2013-03-17 15:00:00,2013-03-17 17:00:00,f8:df:a8:36:ad:fc,Smart Bro_36ADFC,wpa2,11,14.64677048,121.05938721
2017-07-29 21:00:00,2017-07-29 21:00:00,48:db:50:b2:fa:07,HUAWEI-FA07,wpa2,6,14.64640808,121.0592804
2017-04-04 12:00:00,2017-04-04 12:00:00,72:70:0d:bc:09:c3,Robelle Lyn?s iPhone,wpa2,11,14.64666748,121.05918884
2017-04-04 12:00:00,2017-04-04 12:00:00,88:9b:39:f5:b0:c5,FueI-bmVyZHBsdXNwZXJ2,unknown,6,14.64673901,121.0592041
2017-07-29 21:00:00,2017-07-29 21:00:00,5c:f2:86:23:d0:f9,ROLEXFEL,wpa2,7,14.64650059,121.05910492
2017-04-04 12:00:00,2017-04-04 12:00:00,94:a7:b7:26:4f:b2,bayanDSLWIFI_4FB2,wpa2,2,14.64657688,121.05923462
2017-07-29 21:00:00,2017-07-29 21:00:00,84:38:38:ae:37:ba,ElwinGalaxyS5,wpa2,11,14.64654064,121.05905151
2017-07-29 21:00:00,2017-07-29 21:00:00,5c:f2:86:26:bf:65,Jasvin,wpa2,8,14.64641285,121.05937195
2017-03-03 15:00:00,2017-03-03 15:00:00,98:e7:f5:94:07:8a,Deans office,wpa2,6,14.64652538,121.05915833
2017-03-03 15:00:00,2017-03-03 15:00:00,aa:a6:68:bf:0b:25,SM Free Wifi,wpa2,13,14.64652538,121.05915833
2017-07-29 21:00:00,2017-07-29 21:00:00,b4:30:52:e0:47:9a,OXO ORIGINAL,wpa2,10,14.64636898,121.05937958
2017-07-15 09:00:00,2017-07-15 09:00:00,00:04:ed:1e:7b:01,MDROA35,none,1,14.64644909,121.05935669
2017-03-03 15:00:00,2017-03-03 15:00:00,5c:f2:86:2d:1c:b1,WEL LTE,wpa2,8,14.64678955,121.06079102
2017-07-15 09:00:00,2017-07-15 09:00:00,f4:9f:f3:35:2b:13,HUAWEI_G6-L11_FC64,wpa2,6,14.64670277,121.06083679
2015-08-12 15:00:00,2015-08-12 15:00:00,e4:77:23:a0:3e:b4,bayanDSLWiFi_3EB4,wpa2,2,14.64661884,121.06079865
2016-12-06 15:00:00,2016-12-06 15:00:00,94:46:96:13:cf:2d,PLDTHOMEDSL7P7T0,wpa2,11,14.6463871,121.06082153
2015-07-26 08:00:00,2015-02-16 14:00:00,ec:8a:4c:a6:b1:b4,PAPANSIN/NA/EPAL/PA,wpa2,2,14.64655495,121.06072998
2016-06-05 00:00:00,2016-06-05 00:00:00,d2:5b:a8:2b:90:fc,Smart Bro_2B90FC,wpa2,13,14.64662933,121.06069183
2013-06-21 12:00:00,2013-06-21 14:00:00,3e:d0:f8:80:51:aa,Kiko?s iPhone,wpa2,2,14.64678955,121.0606308
2016-06-05 00:00:00,2016-06-05 00:00:00,00:00:02:c4:b7:34,only diday...,wpa2,6,14.64678669,121.06087494
2016-06-05 00:00:00,2016-06-05 00:00:00,44:94:fc:55:f3:00,Malto Domain,wpa2,7,14.64672756,121.06070709
2013-11-30 07:00:00,2013-11-30 09:00:00,90:94:e4:a6:3f:ec,magiting,wpa2,6,14.64661789,121.06085968
2016-09-08 03:00:00,2016-09-08 03:00:00,94:a7:b7:26:6b:26,FLORIE,wpa2,2,14.64671707,121.06062317
2015-07-26 08:00:00,2015-07-26 08:00:00,e4:77:23:a5:28:00,Auctus II,wpa2,12,14.64669895,121.06048584
2015-08-12 15:00:00,2015-08-12 15:00:00,08:08:c2:bf:fe:29,jaymeister,wpa2,1,14.64651203,121.06076813
2015-07-26 08:00:00,2014-08-13 13:00:00,78:f5:fd:fd:b5:b7,MobileWiFi-b5b7,wpa2,1,14.64657497,121.06082916
2015-07-26 08:00:00,2015-01-22 04:00:00,44:d4:e0:49:c0:9f,Xperia M_6614,wpa2,6,14.64644337,121.06069946
2013-11-06 10:00:00,2013-11-06 12:00:00,40:0e:85:6d:7d:8c,.l.,wpa2,6,14.64675522,121.06048584
2013-04-08 16:00:00,2013-04-08 18:00:00,88:53:d4:d2:0b:20,globe,wpa,1,14.64651012,121.0608902
2017-03-03 15:00:00,2017-03-03 15:00:00,24:1f:a0:5d:38:2b,Find your own wifi,wpa2,9,14.64678955,121.06079102
2015-07-26 08:00:00,2014-05-09 13:00:00,b0:b2:dc:ab:2b:bc,PLDTMyDSLSENDGHdsl,wpa2,11,14.64679241,121.06087494
2013-08-22 07:00:00,2013-08-22 08:00:00,f8:df:a8:36:9e:b0,BARBA,wpa2,6,14.64676189,121.06087494
2017-07-15 09:00:00,2017-07-15 09:00:00,7c:46:85:5b:a6:65,joier,wpa2,6,14.6467638,121.06084442
2017-03-03 15:00:00,2017-03-03 15:00:00,e0:8e:3c:21:38:b7,Jay Sebastian,wpa2,1,14.64677906,121.06082916
2017-03-03 15:00:00,2017-03-03 15:00:00,10:d3:8a:1f:04:ce,kills,wpa2,6,14.64678001,121.06084442
2017-03-03 15:00:00,2017-03-03 15:00:00,e0:8e:3c:21:38:87,PSCSEND,wpa2,1,14.64678955,121.06079102
2017-03-03 15:00:00,2017-03-03 15:00:00,00:13:33:f1:ca:a2,PLDTHOMEDSLAN,wpa2,1,14.64653969,121.06131744
2017-10-26 14:00:00,2017-10-26 14:00:00,fa:8f:ca:51:d7:cd,None,unknown,1,14.64676857,121.06092834
2018-02-16 10:00:00,2018-02-16 10:00:00,e8:cd:2d:7f:11:4d,glyph,wpa2,8,14.64657879,121.06116486
2016-06-05 00:00:00,2016-06-05 00:00:00,e2:2c:b2:ef:50:7c,LA7000Plus,wpa2,7,14.64678288,121.06098175
2016-09-08 03:00:00,2016-09-08 03:00:00,ec:8a:4c:a6:9a:58,SENDGH,wpa2,8,14.64654922,121.06116486
2016-06-05 00:00:00,2016-06-05 00:00:00,00:26:75:f4:70:4d,MHI_office,wpa2,1,14.64665985,121.0610733
2015-07-26 08:00:00,2015-02-16 14:00:00,3c:df:bd:45:a7:22,HUAWEI-E5220-a722,wpa2,6,14.64654541,121.06104279
2013-04-21 09:00:00,2013-04-21 11:00:00,00:02:cf:b2:07:9e,homewifi,wpa,6,14.64673615,121.06130981
2015-07-26 08:00:00,2014-09-22 16:00:00,00:02:6f:94:df:24,RMotel,wpa2,11,14.64670563,121.06090546
2015-07-26 08:00:00,2015-07-26 08:00:00,90:61:0c:19:be:5c,PLDTHOMEDSL,wpa2,11,14.64670086,121.06114197
2013-05-06 15:00:00,2013-05-06 17:00:00,4c:09:b4:a2:6f:0d,bayanDSL,wpa,4,14.64676952,121.06126404
2015-07-26 08:00:00,2015-07-26 08:00:00,50:67:f0:8f:b3:b3,PLDTMyDSLTrojanHorseVirus,wep,1,14.64642334,121.06126404
2016-06-05 00:00:00,2016-06-05 00:00:00,54:22:f8:f1:57:84,bayanDSL,wpa,4,14.64642906,121.06104279
2013-09-25 01:00:00,2013-09-25 03:00:00,02:e0:ff:69:10:42,WLAN,wpa2,10,14.64655781,121.06134033
2013-11-30 07:00:00,2013-11-30 09:00:00,02:11:87:2e:c8:04,Free Public WiFi,none,1,14.64679813,121.0610733
2015-09-16 17:00:00,2015-09-16 17:00:00,38:94:96:a5:d5:c1,arez_meraa@yahoo.com,wpa2,6,14.64677143,121.06112671
2013-08-10 08:00:00,2013-08-10 10:00:00,02:23:15:00:18:12,paolo,wep,11,14.64678192,121.06126404
2015-07-26 08:00:00,2014-10-14 01:00:00,60:21:c0:ad:e1:28,Strawberry Cakes,wpa2,6,14.64646339,121.0610733
2015-08-08 17:00:00,2015-08-08 17:00:00,b2:5b:67:16:10:11,HUAWEI-E5372-1010,wpa2,1,14.64678574,121.06130219
2015-08-12 15:00:00,2015-08-12 15:00:00,f4:dc:f9:32:24:28,markat052109,wpa2,9,14.6467123,121.06129456
2017-07-29 21:00:00,2017-07-29 21:00:00,00:07:26:28:c8:66,PLDTMyDSL,wpa2,11,14.64649296,121.0613327
2015-08-12 15:00:00,2015-01-22 04:00:00,90:1d:27:77:42:a9,Huawei NMS,wpa2,11,14.64627743,121.05748749
2016-02-27 15:00:00,2016-02-27 15:00:00,d0:7a:b5:4c:01:64,she112630,wpa2,6,14.64599323,121.05751801
2013-10-30 11:00:00,2013-10-30 13:00:00,40:4d:8e:6d:0c:bc,GetYourOwnWifi,wpa2,6,14.64611912,121.05737305
2013-10-30 11:00:00,2013-10-30 13:00:00,4c:09:b4:a3:5b:a5,bayanDSL,wpa,1,14.64596462,121.05726624
2016-02-27 15:00:00,2016-02-27 15:00:00,88:53:d4:e7:ea:86,MS-Bing,wpa2,1,14.64635181,121.05738068
2013-10-30 11:00:00,2013-10-30 13:00:00,28:10:7b:55:28:e0,GMC-RA1,wpa2,11,14.64606953,121.05796814
2015-07-26 08:00:00,2015-01-22 04:00:00,00:f4:ee:c2:43:4e,ACE F100,wpa2,6,14.64612103,121.05825043
2015-09-16 17:00:00,2015-08-08 17:00:00,3c:df:bd:c3:b3:c8,HUAWEI-E5220-b3c8,wpa2,6,14.64618969,121.059021
2015-07-26 08:00:00,2014-08-05 14:00:00,60:21:c0:71:b3:45,AndroidAP,wpa2,6,14.64619541,121.05870819
2015-07-26 08:00:00,2015-02-16 14:00:00,a8:a6:68:2f:87:94,bangkok,wpa2,11,14.64628792,121.05879211
2017-06-09 13:00:00,2017-06-09 13:00:00,8c:0e:e3:11:01:f6,FIND7,wpa2,6,14.64634514,121.05918884
2016-02-27 15:00:00,2016-02-27 15:00:00,10:fe:ed:4e:59:9c,_WN Stuff Over Burger,unknown,11,14.64607716,121.05914307
2013-11-06 10:00:00,2013-11-06 12:00:00,38:aa:3c:c9:e5:aa,lhon,wpa2,6,14.64633465,121.05911255
2017-06-09 13:00:00,2017-06-09 13:00:00,24:df:6a:24:79:a1,RAWRRR FACTOR,wpa2,11,14.64633274,121.05922699
2017-06-09 13:00:00,2017-06-09 13:00:00,c8:f2:30:29:07:7f,_Beadel,wpa,6,14.64635372,121.05910492
2017-07-29 21:00:00,2017-07-29 21:00:00,00:1b:2f:e2:2e:ec,saugerties2,wpa2,2,14.64628124,121.05963898
2017-05-07 13:00:00,2017-05-07 13:00:00,00:18:25:03:49:c1,Magiting S2,wpa,3,14.6461668,121.05975342
2017-07-29 21:00:00,2017-07-29 21:00:00,36:69:87:a1:a6:57,neon-s,wpa2,1,14.64630604,121.0598526
2017-04-04 12:00:00,2017-04-04 12:00:00,08:10:73:63:33:68,ACPRINTS,wpa,1,14.64623737,121.05967712
2017-07-29 21:00:00,2017-07-29 21:00:00,5c:f2:86:25:b3:81,Shayne,wpa2,8,14.64628983,121.05982208
2017-07-15 09:00:00,2017-07-15 09:00:00,0c:bd:51:f3:44:7d,ContinuingMandamus,wpa2,11,14.64628315,121.05963898
2017-07-29 21:00:00,2017-07-29 21:00:00,d4:6e:5c:1b:24:c9,HUAWEI-E5220-24c9,wpa2,11,14.64629459,121.05988312
2017-07-15 09:00:00,2017-07-15 09:00:00,ee:1d:7f:ba:36:2d,King Albert,wpa2,1,14.6462574,121.05974579
2017-07-15 09:00:00,2017-07-15 09:00:00,f4:cb:52:8d:4a:32,HUAWEI-4A32,wpa2,4,14.64626884,121.05969238
2017-07-15 09:00:00,2017-07-15 09:00:00,f2:c5:f3:75:36:19,History Has Its Eyes On You,wpa2,6,14.64624405,121.05975342
2013-02-22 16:00:00,2013-02-22 18:00:00,90:18:7c:2b:b7:4e,AndroidAP,wpa2,6,14.64628124,121.05958557
2015-07-26 08:00:00,2015-02-16 14:00:00,4c:09:b4:a6:ca:f3,cosme,wpa,10,14.64622021,121.05990601
2013-03-15 00:00:00,2013-03-15 02:00:00,54:a5:1b:d6:10:c7,SUN Wi-Fi,wep,1,14.64623928,121.05984497
2015-08-12 15:00:00,2015-08-12 15:00:00,00:f7:6f:cc:85:e2,MRS Wi-Fi Network,wpa2,11,14.64613438,121.0597229
2015-07-26 08:00:00,2014-09-01 20:00:00,f0:f0:02:69:92:46,PS3-7553371,wpa,11,14.64602661,121.0595932
2017-06-09 13:00:00,2017-06-09 13:00:00,30:39:26:27:1d:83,bads,wpa2,11,14.64620304,121.05981445
2017-07-29 21:00:00,2017-07-29 21:00:00,4c:60:de:d0:03:ec,None,wpa2,2,14.64629173,121.05955505
2017-07-29 21:00:00,2017-07-29 21:00:00,5c:f2:86:2e:6d:ec,Globe_LTE MIFI_6DEC,wpa2,7,14.64624786,121.05978394
2017-07-15 09:00:00,2017-07-15 09:00:00,98:e7:f5:a3:8f:7d,DMDigs,wpa2,4,14.64628029,121.05964661
2017-07-15 09:00:00,2017-07-15 09:00:00,f0:25:b7:0c:e8:96,Galaxy Note 3,wpa2,11,14.6462841,121.05964661
2017-07-29 21:00:00,2017-07-29 21:00:00,6a:bf:6b:4e:f6:a5,Louie T.?s iPhone,wpa2,6,14.64630604,121.0598526
2017-11-12 16:00:00,2017-07-15 09:00:00,24:df:6a:b3:e3:6a,HUAWEI-E5330-E36A,wpa2,1,14.64629936,121.05957031
2017-07-15 09:00:00,2017-07-15 09:00:00,6e:74:bf:b1:e3:74,Virus,wpa2,1,14.6463089,121.05957031
2017-07-15 09:00:00,2017-07-15 09:00:00,ae:61:ea:ed:67:ef,iPhone,wpa2,1,14.64627075,121.05967712
2017-07-29 21:00:00,2017-07-29 21:00:00,d0:65:ca:92:77:90,HUAWEI-7790,wpa2,5,14.64623737,121.05982971
2017-06-09 13:00:00,2017-06-09 13:00:00,a0:8d:16:cc:3d:e0,Mantol,wpa2,1,14.64611912,121.05989838
2017-07-29 21:00:00,2017-07-29 21:00:00,e0:8e:3c:1a:ed:7f,Cupcakes by Gremlins,wpa2,1,14.64622879,121.05975342
2017-05-07 13:00:00,2017-05-07 13:00:00,00:18:25:03:49:c0,PLDT Smart WiFi Zone,none,3,14.64614105,121.06006622
2017-07-15 09:00:00,2017-07-15 09:00:00,0e:12:62:7f:b3:7c,Pancake,wpa2,6,14.64606857,121.06030273
2017-07-29 21:00:00,2017-07-29 21:00:00,34:8a:7b:4d:38:a2,CM.02.02,wpa2,6,14.64616203,121.06022644
2017-07-29 21:00:00,2017-07-29 21:00:00,e0:a3:ac:da:95:c2,Jets04,wpa2,4,14.64609241,121.0603714
2017-06-09 13:00:00,2017-06-09 13:00:00,aa:a6:68:dd:47:44,baetweeds,wpa2,1,14.64593887,121.06028748
2017-03-03 15:00:00,2017-03-03 15:00:00,20:aa:4b:1d:8b:3c,RedLion,wpa2,6,14.64622879,121.06008911
2015-07-26 08:00:00,2015-02-16 14:00:00,ec:8a:4c:a6:59:18,bayanDSLWiFi_5918,wpa2,1,14.64602852,121.06010437
2013-06-21 12:00:00,2013-06-21 14:00:00,f0:7d:68:97:99:e0,nailtreats_maginahwa,wep,1,14.6460762,121.06019592
2013-07-28 07:00:00,2013-07-28 09:00:00,4c:09:b4:a7:07:2b,aaronwifi,wpa,1,14.64627361,121.06014252
2017-07-15 09:00:00,2017-07-15 09:00:00,00:23:b1:68:e7:8a,frappuccino,wpa2,1,14.64603806,121.06036377
2017-07-29 21:00:00,2017-07-29 21:00:00,34:8a:7b:2e:9c:f2,Keecomatsing,wpa2,6,14.64621449,121.06016541
2017-07-29 21:00:00,2017-07-29 21:00:00,2c:30:33:e6:a4:79,myCure,wpa2,153,14.64603996,121.06027222
2017-07-29 21:00:00,2017-07-29 21:00:00,00:26:75:b7:4c:fa,NailTreats Hand&footspa,wpa2,10,14.64610291,121.06018829
2015-08-12 15:00:00,2015-08-12 15:00:00,f4:3e:61:20:21:83,ANJO,wpa,6,14.64611721,121.06035614
2013-03-11 22:00:00,2013-03-12 00:00:00,f2:d1:a9:a0:cf:81,Benskie,wpa2,2,14.64610767,121.06015015
2017-06-09 13:00:00,2017-06-09 13:00:00,32:10:e4:88:f6:7a,DRG,wpa2,11,14.64594364,121.06034088
2017-06-09 13:00:00,2017-06-09 13:00:00,34:be:00:5f:d0:a4,AndroidA,wpa2,6,14.64596367,121.06023407
2017-06-09 13:00:00,2017-06-09 13:00:00,28:ff:3e:3d:df:25,bayanDSLWIFI_DF25,wpa2,1,14.64594555,121.06030273
2017-07-29 21:00:00,2017-07-29 21:00:00,b4:75:0e:d3:d1:0c,We're All Mad Here,wpa2,1,14.646101,121.06019592
2017-07-15 09:00:00,2017-07-15 09:00:00,34:ba:9a:50:5f:94,Andoks,wpa2,9,14.64604378,121.06031799
2017-07-15 09:00:00,2017-07-15 09:00:00,50:68:0a:bd:69:1e,Cheesering,wpa2,9,14.64613342,121.06018066
2017-07-29 21:00:00,2017-07-29 21:00:00,5c:f2:86:21:fa:f8,grandwinner,wpa2,6,14.646245,121.06001282
2017-06-09 13:00:00,2017-06-09 13:00:00,58:2a:f7:30:32:07,Tinetin,wpa2,11,14.6459446,121.06030273
2017-06-09 13:00:00,2017-06-09 13:00:00,4c:cb:f5:2a:ed:60,bayanDSLWiFi_1994,wpa2,6,14.64595604,121.06025696
2017-07-29 21:00:00,2017-07-29 21:00:00,7c:11:cb:6f:09:09,searching...,wpa2,12,14.64614964,121.06024933
2017-07-29 21:00:00,2017-07-29 21:00:00,9c:5c:8e:a8:d9:16,Blackmamba,wpa2,1,14.64623165,121.06001282
2017-07-15 09:00:00,2017-07-15 09:00:00,cc:79:cf:f2:ed:9a,Mitsubishi Wireless TV 564,unknown,36,14.64603806,121.06036377
2017-06-09 13:00:00,2017-06-09 13:00:00,a6:ba:76:4c:a5:23,huwat,wpa2,6,14.6460104,121.06013489
2017-07-15 09:00:00,2017-07-15 09:00:00,c0:bd:d1:83:a5:96,Valar Morghulis,wpa2,1,14.64603806,121.06036377
2017-07-29 21:00:00,2017-07-29 21:00:00,10:bf:48:b2:97:ac,Zentea,wpa2,11,14.64605141,121.06015778
2017-07-29 21:00:00,2017-07-29 21:00:00,ee:1d:7f:68:14:88,uFi_681488,wpa2,13,14.64591122,121.06061554
2017-07-29 21:00:00,2017-07-29 21:00:00,38:d8:2f:22:3d:48,bayanDSLWiFi_3D48,wpa2,1,14.64597797,121.06061554
2017-03-03 15:00:00,2017-03-03 15:00:00,02:15:99:b6:54:c8,DIRECT-tgSCX-3400,wpa2,1,14.64601612,121.06058502
2017-07-29 21:00:00,2017-07-29 21:00:00,5c:6a:80:1a:25:c7,PLDTMyDSLBiz5G34670,wpa2,52,14.64593315,121.06056213
2015-07-26 08:00:00,2015-01-22 04:00:00,e4:77:23:9d:69:ec,bayanDSLWiFi_69EC,wpa2,13,14.64633179,121.06072998
2013-11-30 07:00:00,2013-11-30 09:00:00,f8:d1:11:39:6c:74,TP-LINK_396C74,wpa2,1,14.64621258,121.06088257
2015-07-26 08:00:00,2015-01-22 04:00:00,08:86:3b:d3:fc:1d,GUEST WIFI,wpa2,11,14.64624214,121.06060028
2013-07-28 07:00:00,2013-07-28 09:00:00,80:22:75:7f:92:d9,vanz wifi,wpa,6,14.64631271,121.06084442
2013-03-15 00:00:00,2013-03-15 02:00:00,54:a5:1b:d6:13:f9,GavinJim Pocket Wifi,wpa,11,14.64601803,121.06044769
2013-07-25 16:00:00,2013-07-25 18:00:00,f2:84:c9:d2:cf:a1,uFi_D2CFA1,wpa2,6,14.64613628,121.06073761
2015-07-26 08:00:00,2014-08-05 14:00:00,fc:c8:97:68:cd:9d,EUGENIAGIRLS,wpa2,1,14.6462574,121.0606308
2017-07-29 21:00:00,2017-07-29 21:00:00,22:a9:0e:80:c5:ad,mione,wpa2,5,14.64605141,121.06052399
2017-07-29 21:00:00,2017-07-29 21:00:00,4e:66:41:41:95:55,Paulgaz10,wpa2,11,14.64600849,121.06045532
2017-07-29 21:00:00,2017-07-29 21:00:00,8e:79:67:98:fe:33,ZTE-MF65M-FE33,wpa2,1,14.64613914,121.06052399
2017-07-29 21:00:00,2017-07-29 21:00:00,80:71:7a:e5:03:54,evian2017,wpa2,1,14.64601231,121.0605011
2017-07-29 21:00:00,2017-07-29 21:00:00,ae:5f:3e:fd:7d:e0,s7EDGIE,wpa2,10,14.64612865,121.06051636
2016-02-27 15:00:00,2016-02-27 15:00:00,24:df:6a:d3:22:2d,LOUVIN,wpa2,4,14.6460638,121.06124115
2016-02-27 15:00:00,2016-02-27 15:00:00,94:a7:b7:26:70:57,bayanDSLWIFI_7057,wpa2,10,14.64605808,121.06119537
2013-04-02 17:00:00,2013-04-02 19:00:00,00:07:ab:2b:65:ec,bemazing,wpa2,6,14.64631557,121.06115723
2016-02-27 15:00:00,2016-02-27 15:00:00,ee:1d:7f:64:70:f9,WifiWifi,wpa2,6,14.64605808,121.06121826
2013-11-06 10:00:00,2013-11-06 12:00:00,98:52:b1:a6:10:ee,Android*arjhon,wpa2,6,14.64635277,121.06130981
2016-02-27 15:00:00,2016-02-27 15:00:00,d2:5b:a8:a7:7d:a0,daniel86cksc,wpa2,1,14.6460638,121.06124115
