Common,249
c8:93:46:cc:21:da,Think_CC21DA,WPA2/WPA,6
14:ab:f0:4d:9d:80,ARRIS-9D82,WPA2,6
a4:2b:b0:c1:4c:87,SKYbroadband7B2C_EXT,WPA2/WPA,11
f0:98:38:07:78:bc,8386CGA,WPA2/WPA,2
84:26:bd:50:6f:4e,MV21564809,OPN,6
0c:f4:d5:15:99:28,#SmartWifi @StrEATMag,OPN,11
00:90:a9:0e:55:0b,CallaoMan,WPA2,11
48:00:33:a7:e7:a1,SKYbroadbandE79E,WPA2/WPA,11
00:21:29:9d:a8:2f,SpanishCoins,WPA2,11
78:c1:a7:24:a1:8e,Leo,WPA,1
5c:f2:86:24:4b:91,jeline,WPA2,7
00:90:a9:10:93:eb,CalataganPot,WPA2,11
90:61:0c:11:8d:26,PLDTMyDSL,WPA2/WPA,11
cc:06:77:60:25:f1,NEBRIJA PLDT WIFI,WPA2,11
90:61:0c:3a:77:0d,Samgyup Maginhawa,WPA2/WPA,1
34:ba:9a:4f:f4:96,,WPA2,6
8e:f5:a3:1d:c2:8c,Avee41,WPA2,6
00:18:4d:95:5d:b0,MRS,WPA,11
e4:6f:13:68:9a:b4,Moonleaf Maginhawa,WPA2/WPA,1
88:d2:74:86:c0:a5,NAIL TREATS HAND and FOOTS SPA,WPA2/WPA,1
48:00:33:62:97:e9,SKYMAGINHAWA,WPA2/WPA,11
00:13:33:ed:60:48,PLDTHOMEDSL,WPA2/WPA,1
00:13:33:ed:60:4c,B79e,WPA2/WPA,1
90:61:0c:2c:e1:7d,PLDTHOMEDSL57725,WPA2/WPA,11
90:61:0c:2a:47:af,Marco,WPA2,11
00:13:33:ea:87:f5,PLDTHOMEDSL,WPA2/WPA,11
00:24:01:b8:d1:9d,FRANCISCO-PC_Network,WPA2,6
00:13:33:c6:d0:da,PLDTHOMEDSL,WPA2/WPA,11
90:61:0c:3a:34:15,Friends,WPA2/WPA,1
00:26:75:f4:b3:f1,AUCTUSNEW2,WPA2,6
00:13:33:cf:5e:f8,PLDTHOMEDSL,WPA2/WPA,11
e0:8e:3c:22:44:ab,bayanDSLWIFI_44AB,WPA2/WPA,11
00:13:33:e8:f4:df,PLDTHOMEDSLTRIDENTWOOD,WPA2/WPA,11
28:ff:3e:3d:de:9d,bayanDSLWIFI_DE9D,WPA2/WPA,1
c0:9f:05:2f:10:83,JajaBelga,WPA2,6
00:13:33:c1:f2:fb,PLDTHOMEDSLRR,WPA2/WPA,11
90:61:0c:35:8c:13,PLDTHOMEDSL35859,WPA2/WPA,1
c0:56:27:31:25:49,Saturn,WPA2,11
9c:6f:52:35:1b:b5,bayanDSLWIFI_1BB5,WPA2/WPA,1
00:23:69:26:de:f7,maja,WPA2/WPA,5
94:46:96:1f:b8:e1,PLDTHOMEDSLDHDN0,WPA2/WPA,11
00:1f:fb:c5:b9:ed,HomeBro_ULTERA,WPA2,1
90:61:0c:3a:33:db,PLDTHOMEDSL13275,WPA2/WPA,1
e0:8e:3c:2f:6c:b9,bayanDSLWIFI_6CB9,WPA2/WPA,1
74:cc:39:bc:bc:a3,EDONG-EVOLUTION,OPN,10
74:cc:39:bc:bc:a2,EDONG-EVOLUTION,OPN,10
94:a7:b7:3c:ee:9b,Virus,WPA2/WPA,11
e0:8e:3c:1a:cf:43,bayanDSLWIFI_CF43,WPA2/WPA,1
e4:77:23:a5:bd:60,basti20,WPA2/WPA,1
88:d2:74:86:ac:73,bayanDSLWIFI_AC73,WPA2/WPA,6
c0:7e:40:73:1f:e4,PT&T Fiber,WPA2/WPA,11
2a:17:23:00:04:39,EVOHOTSPOT 16,OPN,11
0a:17:23:00:04:39,EVOHOTSPOT 14,OPN,11
2a:17:23:00:04:3f,EVOHOTSPOT 12,OPN,11
1a:17:23:00:04:39,EVOHOTSPOT 15,OPN,11
0a:17:23:00:04:3f,EVOHOTSPOT 10,OPN,11
08:17:23:00:04:3f,EVOHOTSPOT 9,OPN,11
08:17:23:00:04:39,EVOHOTSPOT 13,OPN,11
36:69:87:e8:81:c6,Mayak ako,WPA2/WPA,6
90:61:0c:3a:a9:18,PLDTHOMEDSL_JandB,WPA2/WPA,1
88:d2:74:86:ac:0b,bayanDSLWIFI_AC0B,WPA2/WPA,1
